,Text,Emotion
9907,Got to love when you can just power through the #workday and everything works out great! #smiling from ear to ear today! 😊😀☺️️😉😁😄😃😀😁 #happy,joy
6261,"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!",sadness
3561,@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,fear
3084,"Mary Berry - what's the icing on top of your Bakewell tart? It looks like horrid Mr Kipling, not something Derbyshire would recognise #GBBO",fear
6702,Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness
7834,"Dont sink to the level of those who insult you. Rather, rise to the level of those who inspire you. Deliver result, not insult",anger
1473,@KimLy resent,anger
1429,@EASPORTS_MUT fix this home/away deptch chart invalid glitch. I have to close madden and re-open it everytime this happens,anger
3457,The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?,fear
9705,Literally @TFLN is the best thing. I used to spend HOURS reading this shit when I was in college. Still so fucking funny #dying #hilarious,joy
1965,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 ",fear
6699,"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",sadness
3120,im so tired but i still have thisbhuge history test in a few minutes i cant afford to get freaked out now oh god if i have an anxiety attack,fear
7218,"@UKSportsZone In other words, I don't like the result of the poll so I'm packing up my polls &amp; taking them home while I pout. 😂😂😻 #bbn",anger
204,Goddamn headache. ,anger
2296,My anxiety is playing around HELP!!!!!,fear
684,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪,anger
5826,she's always so insensitive whenever i grieve idgi,sadness
149,"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",anger
10108,Detest living on the west coast of Scotland with all the bigoted sectarian shite from WATP lowlife. Then I look at Norn iron and I cheer up🙄,joy
3207,Starting not to give a fuck and stopped fearing the consequence,fear
8219,Bring back the scratch and sniff Avon books. Then yer da sells Avon wouldn't even be an insult,anger
8556,Is it okay to think you are going to die alone? #sadness,anger
6348,"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.",sadness
2262,Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting,fear
2147,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,fear
10756,Surprisingly even though I'm not a Trump supporter I simply don't get the vibe that all we've heard  is going to be his undoing. #pessimism,sadness
3886,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF,fear
3009,#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,fear
128,Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat  #country #countrygirl,anger
5033,Good morning! Welcome the new day into your life and your heart #mindfulness  #zen,joy
3753,She is someone who rolls persuasion under intimidate and awkwardly wins. ALL THE TIME.' @sourfruitjunkie on @JakiDash.,fear
7651,"Just finished #TheKeeperOfLostThings.  Incredible, #charming #book!  LOVED it!! @ruthmariehogan  You weave story telling magic!  LOVE!!!!",joy
9370,@kristenyoonsoo @melvillmatic anxiety,fear
8400,I CANT EVEN BREATHE IMM STILL ROLLIN UP THAT CHRONIC 😤,anger
164,@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍,anger
2168,@Masonicmoron i always hesitate to update.  At least it's no the horrors iPhone users endure every few months 😅😅,fear
11047,I should've stayed in bed.,sadness
5208,Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!,joy
2396,@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience,fear
6020,Incredibly shocked and disappointed with @united customer service. Really making me rethink flying with them in the future. #unhappy,sadness
8300,@sundarpichai @Google Since when did someone break #chromecast for ALL MacBooks? PLS -We #despair at days wasted trying 2 make it work again,anger
4129,@KWAYNTjoia it's exhilarating,joy
3601,I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt #horrid,fear
8037,"Secret is out, for bday gift taking my lovely @TLaughlin9 @summer1624 to @deadmau5 at @CaesarsWindsor in October #canada #rage",anger
7275,"So happy to be home from Ibiza the place is some thing else mad gaff that , need find a bird now I wanna start doing romantic things now 😂😂",anger
1936,"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",fear
2570,"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps",fear
9848,Spending the majority of the day in bed relaxing &amp; catching up on @Hollyoaks 💖  #relax,joy
5857,First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family,sadness
1657,@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?,anger
5764,@Beakmoo hmmmm...you may have a point... I thought Twitter had got dull 😂. LAMINATION,sadness
2152,"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to #fear",fear
4336,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,joy
10416,@djallsorts playing Bliss #bliss A Quiet Coversation taken from the Six Senses Album by Claude Challe #claudechalle,joy
33,Me and these burns that I pick up off the pitches don't get on at all like 😢😢 #sting,anger
2482,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit ",fear
5808,The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there,sadness
4598,"@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕",joy
2889,"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS",fear
10845,"ㅤ❬ @Redolent0fGrief ❭\nㅤㅤㅤ— know what else to use to make you stop sulking..” He sighed heavily, before putting on a weary expression.",sadness
282,Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute,anger
7473,Only halfway through #madeforlove by @AlissaNutting. But it's utterly #brilliant. #Reading it has me laughing out loud.,joy
10616,Its nice to stay in a small city from time to time  #starrynight,sadness
26,my wasp sting is so itchy,anger
6827,ya boy gets mad tired of pine trees,sadness
7074,@WhiteJennyB @EmreUslu jenny white  u r the dumbest here .. What r u trying ? Get lost..,anger
5096,"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) ",joy
3099,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,fear
2213,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,fear
8957,He #takes his #job #seriously and isn’t #afraid to #let it be #known. #Realestate #Scottadlhoch #Realtor,fear
3798,"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. #horrible",fear
2836,"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",fear
2286,That goes the ,fear
1166,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,anger
9348,@OddNMacabre I Definitely would go the Elm Street way!! More #horror right!?😀,fear
5735,"someone explain female human beings to me, they're depressing me ._.",sadness
8216,@bbctennis why on earth do you keep changing the channels? There is no logic to it and makes recording impossible!!!!  #frustrated #angry,anger
8176,@bigjordan924 Wow you don't read mine? #offended,anger
4046,@delon03 can you at least just walk past her and break out into laughter,joy
9122,America...just a nation of two hundred million used car salesmen with all the money we need to buy guns and no qualm,fear
1684,"i swear to god the worst drug is loving someone. physical withdrawals aren't that bad, emotional withdrawals sting a little more",anger
1998,Realized I intimidate people with low Self Esteem a long time ago. I only surround myself with Winners and people who know how to get money,fear
7604,Can't wait to perform 2nite at @CrashTestComedy at #Verns! #yyc #Calgary $5 #comedy #comedian #yycComedy #CalgaryComedy #fun #laughs #live,joy
7398,.  @danawhite you're a crook. #joke #thief #bully #wanker #dirty #richbutgarbo,fear
9813,Nice to be able to turn the alarm clock off until next Tuesday morning. #awesome,joy
3351,How am I supposed to intimidate the freshman if half of them are taller than I am??,fear
10331,"'Don't throw it near her, she's like an octopus'\n\nI'll take that as a compliment? 🐙 #jaunty",joy
2421,"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. ",fear
2558,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,fear
2622,Just want Saturday to be over but then again I want to do good #LSAT #nervous,fear
7979,Summer Sale! BOGO 50% OFF everything in our retail showroom! Valid thru 7/15 mix &amp; match...equal or lesser value #BOGO #ragegrafix ,anger
1279,Ppl like that irritate my soul,anger
8837,@mjrgxx This pain is restless even if my eyes are closed. I wish I never had won the race as a sperm.,fear
7605,@itejasmehta @QTalker My pleasure 😊,joy
